area,quartos,banheiros,garagem,preco
293,6,5,4,1518492
80,1,1,1,384112
154,2,1,2,717830
84,2,2,1,435526
118,1,1,0,532304
121,2,1,1,572091
234,3,2,3,1146009
246,4,4,3,1250403
266,5,4,4,1379967
284,5,5,4,1464202
279,4,3,4,1388946
124,2,2,2,635042
245,5,5,4,1302274
47,1,1,1,258532
126,2,1,2,619180
137,2,2,1,683812
289,5,5,4,1495864
119,2,1,2,597155
126,3,2,3,702244
256,5,5,4,1367887
183,4,3,3,988780
168,3,3,3,876875
248,4,3,4,1232162
197,5,4,4,1079200
247,4,4,4,1279775
131,2,2,2,694493
54,1,1,0,273887
263,5,5,4,1364643
198,4,3,3,1046173
165,2,1,1,753949
247,4,4,4,1266979
79,1,1,1,392163
171,2,1,1,781682
59,1,1,0,267078
232,4,3,3,1184503
123,2,1,2,594555
155,2,1,1,757325
247,4,3,4,1271733
47,1,1,0,242187
68,1,1,0,334596
263,6,5,4,1429240
102,2,2,1,558222
170,2,2,2,841654
208,5,4,4,1146419
47,1,1,1,250055
220,4,3,4,1163701
203,4,4,3,1090990
291,4,4,3,1429687
190,4,4,4,1040554
104,1,1,0,508645
276,4,3,4,1352416
140,2,2,1,662053
166,2,1,2,806297
103,2,1,1,493022
239,3,2,3,1186234
154,3,3,2,811607
164,3,3,2,864422
275,6,5,4,1434670
66,1,1,0,297520
95,3,3,3,590549
193,4,3,3,1037962
242,5,4,4,1292506
87,3,3,2,501801
266,6,5,4,1426377
48,1,1,0,236429
141,4,4,3,807531
271,5,4,4,1376414
65,1,1,1,345942
218,4,3,4,1143752
51,1,1,0,267067
188,2,1,2,859400
274,5,5,4,1430377
177,3,2,3,896457
295,6,5,4,1560227
299,5,5,4,1540775
296,4,3,3,1413752
275,6,5,4,1479445
65,1,1,1,322474
48,1,1,0,243558
130,3,3,2,722519
115,2,1,1,591492
165,3,2,3,826073
91,2,1,1,451952
59,2,1,2,350806
60,1,1,1,281931
136,2,1,2,659830
77,1,1,1,407489
288,4,3,4,1396812
246,4,4,4,1272341
268,6,5,4,1406316
175,2,2,1,826178
197,3,2,2,976250
76,1,1,1,401001
216,5,5,4,1182656
269,6,5,4,1408270
182,4,3,3,965115
64,1,1,1,324467
201,4,3,4,1085216
283,4,3,3,1401212
150,2,2,2,731073
201,5,4,4,1101375
114,2,1,1,535687
225,4,4,4,1198369
165,3,3,2,852053
132,2,1,2,668313
286,4,3,4,1387166
169,4,4,3,943584
202,5,5,4,1110869
114,3,2,2,610712
246,4,3,3,1241705
84,3,3,3,507680
124,3,2,3,703588
160,3,3,2,826587
125,1,1,1,580795
144,3,3,2,741447
179,3,2,3,903906
145,3,3,2,795256
257,5,5,4,1376809
259,5,4,4,1338683
280,4,4,4,1395455
231,4,3,4,1167529
183,3,2,2,884678
98,3,3,3,613888
180,3,3,3,942044
192,3,2,3,944172
198,5,4,4,1117532
232,3,2,2,1093462
253,5,5,4,1366718
173,4,4,3,952045
271,5,5,4,1430939
149,3,2,3,776353
105,2,1,1,498007
282,5,4,4,1435555
83,2,2,2,492497
135,2,1,2,665509
132,2,2,1,630395
58,1,1,1,298109
198,4,4,4,1044609
202,4,3,3,1035006
257,4,4,4,1329659
244,3,2,3,1203818
256,5,5,4,1359989
97,2,1,2,514572
63,2,2,1,363435
84,2,2,1,446737
49,1,1,0,239668
46,1,1,0,233418
67,1,1,0,306671
291,5,5,4,1509069
113,1,1,0,523919
245,3,3,3,1182241
235,3,3,3,1180994
239,5,5,4,1250924
76,1,1,0,350436
183,3,3,3,913507
288,5,5,4,1470767
261,4,4,4,1309318
209,4,4,4,1123033
285,6,5,4,1513027
132,2,1,2,643003
300,6,5,4,1555555
272,6,5,4,1432839
96,1,1,0,455865
184,2,2,1,894385
188,3,2,2,922947
267,4,3,4,1355698
254,6,5,4,1392806
259,5,5,4,1377135
284,6,5,4,1484207
86,2,1,1,420006
193,4,4,3,1041069
115,3,3,3,686957
98,1,1,1,462225
195,3,3,2,969079
252,5,4,4,1295720
186,3,3,3,975255
214,3,3,3,1087482
230,4,4,3,1184840
174,3,2,3,861783
132,2,2,2,667879
279,4,3,4,1408584
211,4,3,4,1108799
134,2,2,2,706299
127,2,2,2,636098
72,1,1,0,358966
218,4,3,4,1099660
75,1,1,1,380378
87,2,2,1,463587
208,5,5,4,1173463
219,3,2,3,1070383
171,3,2,3,871543
81,1,1,1,417210
130,1,1,0,592496
226,4,3,4,1185012
170,3,3,3,862995
80,2,2,1,436414
118,2,2,2,621133
141,3,2,3,724911
78,2,1,2,398763
170,3,2,2,858069
236,4,4,3,1212877
199,4,4,4,1041353
137,1,1,0,602982
286,4,3,3,1372258
168,4,4,4,940280
279,6,5,4,1497722
258,5,5,4,1348991
227,4,4,4,1195867
74,1,1,0,363998
214,4,3,4,1133362
101,1,1,0,462222
149,3,3,2,770203
70,1,1,0,319359
87,2,2,1,456803
206,4,3,4,1050696
118,3,3,2,652922
115,3,2,3,637836
189,2,2,1,913712
197,4,4,4,1039701
99,3,3,2,592953
175,3,3,3,895334
72,1,1,0,344024
212,5,4,4,1128392
62,1,1,1,321642
150,4,4,3,827538
236,4,4,3,1216980
198,4,3,4,1060079
215,3,3,3,1101801
246,4,4,4,1251677
209,4,3,3,1048777
177,2,2,1,834267
124,3,3,3,686442
175,4,3,3,936906
285,6,5,4,1475187
199,5,5,4,1129860
161,4,4,3,912926
220,3,2,2,1038754
203,3,3,3,1055602
61,2,1,2,370144
261,4,3,3,1292306
95,2,2,1,518924
294,5,4,4,1519815
182,3,3,3,963648
135,3,3,3,753440
136,2,1,2,671305
218,3,3,2,1072315
245,3,3,3,1221674
284,4,4,4,1449578
257,6,5,4,1376570
199,3,2,3,1010707
167,4,4,4,945292
52,1,1,1,254226
256,4,3,3,1257769
216,5,4,4,1142831
178,3,2,2,883057
247,5,4,4,1269742
119,3,3,3,680371
243,5,5,4,1303025
254,5,4,4,1308510
74,1,1,1,379889
71,1,1,1,363601
138,3,3,2,736253
173,3,2,2,845497
113,3,3,3,657030
50,1,1,1,251356
100,1,1,0,463585
53,1,1,0,288835
243,3,3,2,1160988
143,2,2,1,694426
258,6,5,4,1385734
277,5,5,4,1419292
203,3,2,3,1036263
49,1,1,0,249521
149,2,1,1,699020
134,3,3,3,720367
211,4,3,4,1125188
256,4,3,3,1245043
169,2,2,2,828933
256,5,4,4,1315298
77,1,1,0,369332
85,3,3,2,539053
152,4,4,4,866171
162,4,4,4,893881
82,1,1,1,428043
212,4,4,3,1090015
147,4,3,3,830167
187,2,1,2,877073
156,3,2,2,809463
147,3,3,3,769666
274,5,5,4,1450225
95,2,1,1,455572
234,5,5,4,1257689
79,1,1,1,369745
190,3,2,3,934484
166,3,2,2,829696
106,2,2,2,563748
256,5,4,4,1328411
88,3,3,3,540727
222,4,3,3,1147480
243,3,3,3,1211027
57,1,1,1,305437
196,4,4,4,1055216
290,6,5,4,1535305
166,4,4,4,900278
62,1,1,1,335603
249,6,5,4,1329450
231,4,4,3,1164869
190,2,1,2,868011
257,6,5,4,1393397
162,4,3,4,899455
66,2,1,1,374039
116,1,1,0,536282
96,1,1,0,465899
263,6,5,4,1389007
271,5,4,4,1407593
272,5,5,4,1420383
159,4,4,4,901454
45,2,1,1,264774
252,5,5,4,1358384
144,4,4,4,809026
207,4,4,4,1084587
169,2,2,2,843366
47,1,1,1,284006
298,5,4,4,1512513
264,4,3,3,1299460
153,2,1,1,723283
259,5,5,4,1365262
69,1,1,0,322844
52,1,1,1,254405
206,5,4,4,1093876
81,1,1,1,381938
208,4,4,4,1125294
163,3,3,3,844591
250,5,4,4,1283857
152,2,2,2,757024
79,1,1,0,357981
51,1,1,0,270473
174,3,3,2,866587
89,1,1,1,441197
198,3,3,2,1003973
189,2,1,2,898809
274,4,3,3,1335981
274,6,5,4,1476674
265,4,4,3,1355151
208,3,2,3,1000694
153,4,3,4,845393
193,4,3,3,1013058
145,4,3,3,823257
149,4,3,3,820020
240,4,3,3,1207927
107,2,2,1,556505
211,3,2,2,1051260
98,1,1,1,443301
219,5,5,4,1219995
276,6,5,4,1475359
114,1,1,0,502029
272,5,5,4,1389595
228,4,3,3,1140311
258,4,4,4,1317634
291,4,3,4,1455982
286,5,5,4,1468587
283,4,3,4,1391068
257,6,5,4,1355609
203,4,3,4,1059956
135,2,2,2,705871
197,4,4,3,1061605
259,4,3,4,1278630
97,1,1,1,466616
172,3,3,2,872356
280,6,5,4,1478403
63,1,1,1,341811
49,1,1,0,275126
159,3,3,3,857842
75,1,1,1,376367
264,4,3,4,1341726
221,5,4,4,1211174
150,3,2,3,796872
229,4,4,4,1193426
72,1,1,1,386995
217,5,4,4,1151007
48,1,1,1,273983
119,3,2,3,633015
244,4,4,4,1275023
173,4,4,3,972075
155,4,3,3,864861
221,4,4,4,1179489
139,4,3,3,760851
124,2,2,1,642386
134,2,1,1,672622
245,4,4,3,1260905
173,2,2,2,834995
233,4,3,3,1168459
167,2,2,1,775753
163,3,3,2,815434
148,3,2,3,778719
142,3,3,2,745608
273,6,5,4,1423170
263,6,5,4,1387359
120,2,1,2,583312
253,5,5,4,1348567
152,3,3,3,785712
134,2,1,1,671573
230,5,4,4,1218890
284,5,5,4,1442914
248,5,4,4,1324432
195,5,4,4,1076742
125,3,2,2,651441
151,4,4,3,854988
190,4,4,3,1026398
91,3,2,3,564117
158,2,1,1,720601
95,3,3,2,578371
237,5,4,4,1256751
185,3,3,3,925742
193,3,3,3,994925
238,4,3,4,1188577
98,1,1,1,444829
63,2,2,1,384081
75,1,1,0,347411
259,4,3,4,1288960
216,4,3,4,1149606
113,2,2,1,547166
258,6,5,4,1374535
285,5,4,4,1452218
223,3,2,3,1072618
153,3,3,3,835262
175,2,2,1,858445
79,1,1,0,385205
236,3,2,2,1145533
58,1,1,1,300024
272,4,4,4,1359734
158,3,2,3,839666
86,2,2,2,470585
175,2,1,1,807182
136,2,1,1,657469
81,1,1,0,386558
226,4,3,4,1190408
245,3,2,2,1167332
265,5,5,4,1413773
212,3,3,2,1066091
114,2,1,1,589956
196,4,3,3,1045830
131,2,1,1,635073
173,4,3,3,932375
162,3,3,2,859121
163,4,4,4,903435
152,3,2,3,812724
54,1,1,0,274058
255,5,4,4,1334478
255,5,4,4,1331773
208,3,3,2,1052010
184,4,3,4,995109
59,1,1,0,320523
153,4,4,3,836466
75,1,1,1,361935
176,4,3,3,953538
81,2,1,2,424677
50,1,1,1,261366
246,4,4,4,1279384
294,5,5,4,1530966
187,4,4,4,987721
271,5,4,4,1390001
74,1,1,1,345585
120,1,1,0,529645
268,5,4,4,1407662
112,2,1,2,552552
171,3,2,3,845393
115,3,3,3,655911
236,4,4,4,1229942
193,3,2,2,949607
145,4,4,3,826142
206,4,4,3,1068485
218,4,4,4,1175691
182,3,2,2,876148
152,3,2,3,773289
248,4,4,3,1240451
284,5,5,4,1443894
88,2,2,2,485438
213,4,4,3,1125637
275,6,5,4,1474863
65,2,2,1,383528
203,4,4,4,1092280
290,6,5,4,1494166
61,1,1,0,291686
285,5,5,4,1445354
55,1,1,1,316911
205,5,5,4,1108077
287,5,4,4,1475768
277,4,4,3,1375775
208,5,4,4,1127481
171,3,2,2,831300
180,3,3,3,929442
101,2,2,2,563232
289,5,4,4,1495916
105,2,2,2,586755
129,2,1,2,611492
194,3,3,3,1016187
233,4,4,3,1169644
187,3,3,3,942717
108,2,2,2,571976
56,2,1,2,352442
175,3,2,3,910134
201,3,2,2,1004112
184,2,2,2,885689
68,1,1,0,301936
261,5,4,4,1373579
293,5,5,4,1487164
214,4,3,4,1096309
181,3,3,2,947928
236,3,3,2,1173444
255,6,5,4,1370186
232,5,4,4,1261023
79,1,1,0,383267
118,2,1,2,609029
298,6,5,4,1534382
250,4,3,4,1252971
159,2,2,1,749141
224,5,4,4,1187035
106,2,1,2,557900
248,6,5,4,1321277
290,4,4,3,1415207
274,6,5,4,1448978
154,3,2,3,830035
196,4,4,3,1047520
57,1,1,0,284321
253,6,5,4,1389263
130,3,2,2,705381
223,4,3,3,1131569
163,2,2,2,798191
184,4,3,4,984229
72,1,1,1,388814
125,1,1,1,593655
55,2,1,2,345532
224,3,2,3,1126456
78,1,1,0,386578
286,5,4,4,1438340
73,2,2,2,421136
252,5,5,4,1324654
164,3,3,2,858904
103,3,3,2,583550
159,3,3,2,827363
51,1,1,0,261232
61,1,1,0,281441
104,2,2,2,578981
242,4,4,4,1272936
235,4,4,3,1194663
106,1,1,0,506373
223,4,4,3,1147466
125,2,1,2,627839
297,5,5,4,1500703
142,3,3,2,746238
248,5,5,4,1307154
265,4,3,4,1339477
140,3,3,2,740999
89,3,3,3,522751
147,4,4,4,833678
79,1,1,0,362305
173,3,2,2,878521
297,6,5,4,1530334
182,4,3,4,966568
237,3,3,2,1170269
265,5,4,4,1393241
117,2,2,2,579964
93,1,1,1,453204
100,2,2,1,531332
184,2,2,1,873123
199,3,2,3,995572
101,3,2,2,582898
52,1,1,0,253007
66,1,1,0,302821
155,3,2,3,779184
102,1,1,1,502943
158,3,3,2,834199
139,2,1,1,643170
255,6,5,4,1342444
115,1,1,1,570357
265,6,5,4,1392449
103,2,2,1,529587
126,1,1,1,597956
179,3,2,2,888279
47,1,1,0,225086
85,2,2,2,470345
226,5,4,4,1201807
226,5,4,4,1177687
191,3,2,3,943608
247,4,3,4,1239138
225,3,3,2,1131385
210,4,3,3,1106510
160,2,2,1,760774
295,6,5,4,1521212
256,4,3,4,1312595
230,5,5,4,1246657
248,4,3,4,1281649
147,3,3,2,780352
157,3,3,3,858476
117,3,3,2,659034
133,1,1,1,611037
240,4,3,4,1235535
257,5,5,4,1369511
128,2,1,2,640915
165,2,1,2,783312
163,3,2,2,835775
221,4,4,3,1125751
113,1,1,1,535180
86,1,1,0,411164
196,4,3,3,1041279
242,4,4,4,1233028
231,4,4,3,1214885
189,3,2,2,953492
156,3,2,2,820397
265,6,5,4,1441224
262,6,5,4,1401247
291,5,4,4,1454408
76,1,1,0,365577
173,3,3,2,881439
54,1,1,1,301433
288,5,4,4,1493385
189,3,2,3,933676
160,3,2,3,806398
229,5,5,4,1257260
137,3,3,3,743131
273,5,4,4,1380589
221,4,3,3,1115679
203,5,4,4,1126194
238,4,3,4,1230229
295,5,4,4,1515684
191,4,4,3,1013350
204,5,5,4,1159501
241,4,3,4,1212016
111,1,1,1,514548
253,4,4,4,1303400
193,5,5,4,1090028
79,2,1,2,448709
85,2,2,2,494135
212,4,3,3,1106084
216,5,4,4,1175655
215,3,2,3,1059187
154,4,4,4,857820
250,5,5,4,1314140
297,6,5,4,1553704
123,2,1,1,605654
108,1,1,0,515250
175,3,3,3,918069
74,2,1,2,384423
209,5,5,4,1129856
174,2,2,2,823232
52,1,1,1,287763
225,5,4,4,1182264
134,3,3,3,734557
223,4,4,3,1179533
67,1,1,1,317545
282,5,5,4,1441199
156,3,2,2,787666
163,4,4,4,930870
274,6,5,4,1434737
173,3,3,3,905467
291,5,4,4,1492821
80,1,1,1,403273
92,2,1,2,514199
289,4,3,3,1434474
256,4,3,4,1314405
180,4,4,4,997599
299,5,5,4,1552812
91,3,2,2,512194
162,3,3,3,857197
170,2,1,1,789823
145,4,4,3,853906
230,4,4,4,1200087
150,3,2,3,792715
92,1,1,0,433648
159,3,3,3,829365
257,4,3,4,1269178
178,3,3,2,883633
247,4,4,4,1265251
197,4,3,3,1034611
208,3,3,3,1075840
250,5,4,4,1319725
246,4,4,3,1266796
105,1,1,0,479483
177,2,2,2,886424
73,1,1,0,333000
231,4,4,3,1196806
257,5,4,4,1347596
128,2,2,2,653799
285,4,4,4,1418542
63,2,1,1,363042
241,3,3,3,1202324
138,4,3,3,791647
110,2,1,1,528903
110,3,2,3,641436
179,4,3,3,925016
172,4,4,3,932973
300,6,5,4,1578617
79,1,1,1,363936
225,5,4,4,1200556
231,4,3,3,1153625
233,4,3,4,1199062
296,4,4,3,1430576
122,2,1,1,617656
165,3,2,3,853547
299,4,4,3,1465786
254,5,5,4,1338705
203,5,5,4,1115752
229,4,3,4,1190656
122,2,1,1,573454
225,3,2,3,1091715
251,5,5,4,1348166
218,3,2,3,1076319
50,1,1,1,269882
296,5,5,4,1516724
85,2,2,2,467702
144,4,4,4,856790
214,4,3,3,1087483
272,6,5,4,1427399
146,4,3,3,834184
265,5,4,4,1362605
45,1,1,1,236016
150,4,3,4,834527
70,1,1,0,346340
193,3,3,2,956147
287,5,5,4,1491315
289,6,5,4,1501473
226,5,5,4,1221049
238,3,3,2,1168347
92,3,3,3,577631
163,4,4,4,900033
270,5,5,4,1412158
222,4,4,3,1135439
102,2,2,2,566346
244,3,3,2,1209129
208,4,4,4,1092047
289,6,5,4,1499332
269,5,4,4,1371366
185,4,4,4,1004132
82,1,1,1,396865
297,5,4,4,1527744
65,1,1,1,339613
51,1,1,1,290659
103,3,2,3,579708
231,4,3,4,1201999
79,1,1,1,371917
193,5,4,4,1044359
113,2,1,1,585490
73,2,2,1,390849
235,4,4,4,1209563
55,2,1,1,331856
106,3,2,3,607909
295,5,5,4,1535004
288,5,5,4,1470823
69,2,2,1,398879
171,4,4,4,921984
300,6,5,4,1530729
73,1,1,1,377969
68,2,1,2,363894
58,1,1,1,311718
163,3,2,3,833910
120,3,2,3,648982
242,4,3,4,1241107
200,3,3,3,1016759
106,1,1,1,494137
149,4,3,4,862330
206,3,3,2,1027362
200,3,3,3,1030651
206,4,3,4,1062031
245,4,4,3,1244664
156,3,2,3,829746
57,1,1,0,308240
68,2,2,2,383506
78,1,1,1,381036
169,4,3,3,910486
215,4,4,3,1097316
192,3,3,2,949994
287,4,4,3,1392565
263,5,4,4,1366379
155,2,2,2,781791
149,4,3,4,838835
127,2,2,2,641418
256,4,4,4,1308706
235,4,4,4,1240423
169,3,3,2,891942
46,1,1,1,280195
111,2,1,2,536762
136,2,1,1,665368
208,4,4,3,1074443
220,5,5,4,1220392
286,5,4,4,1438221
192,2,1,2,880012
234,3,3,3,1164801
170,2,2,2,800902
105,3,2,2,574496
232,5,5,4,1234536
190,2,2,2,927487
227,3,2,2,1121526
204,4,4,3,1085790
115,2,2,1,580616
64,2,2,2,395682
168,3,3,3,898037
65,1,1,0,322858
156,4,4,4,866381
129,2,2,2,678342
94,3,2,2,521247
223,3,3,2,1082680
184,4,4,3,1003787
63,1,1,1,315994
153,2,2,2,761093
129,2,1,2,610471
237,3,3,2,1161403
274,5,4,4,1431843
52,1,1,1,281350
97,2,1,1,516625
195,5,4,4,1082013
94,2,1,1,472770
174,3,3,3,900034
123,2,2,1,594920
124,2,1,2,595878
110,3,3,3,631864
133,2,2,2,696490
203,5,5,4,1100033
75,2,1,2,442227
163,3,2,3,861325
298,4,4,3,1497176
187,3,3,2,931770
174,4,3,4,936621
63,1,1,0,301846
139,4,4,4,808410
118,3,3,3,656439
89,1,1,1,438349
67,1,1,1,318249
55,1,1,1,275156
245,4,3,4,1271913
133,3,3,2,733805
293,5,4,4,1486210
178,3,2,2,887129
108,2,2,1,543108
124,2,2,2,632056
89,2,1,2,488977
123,1,1,1,552653
229,4,3,3,1168525
225,4,3,4,1179641
117,3,3,2,644503
250,4,4,3,1282686
51,2,1,2,286906
122,3,2,2,643509
61,1,1,1,318901
98,2,1,2,510392
126,3,2,2,650335
254,5,5,4,1359051
264,6,5,4,1436608
216,3,3,3,1086420
273,6,5,4,1454294
193,4,3,3,992789
258,6,5,4,1363888
251,6,5,4,1383826
214,4,4,4,1159622
269,5,4,4,1369342
83,3,2,2,516897
99,3,3,2,567183
169,3,2,2,857144
158,3,2,2,817472
208,3,2,2,1010684
251,5,4,4,1297553
261,5,4,4,1380301
158,3,2,2,781831
226,4,3,4,1168863
93,2,2,1,478645
89,2,1,1,470954
238,5,4,4,1282045
138,3,3,3,727506
193,5,4,4,1064495
134,2,2,2,684988
112,2,2,1,583233
119,3,2,2,632908
67,2,1,1,338354
193,3,2,3,993383
290,6,5,4,1496909
77,1,1,1,363454
261,6,5,4,1369451
154,4,3,4,867313
128,1,1,0,579601
160,4,3,3,875436
277,4,4,3,1388316
54,1,1,0,241514
71,1,1,0,337270
65,2,1,1,368727
190,4,4,4,1058511
274,5,4,4,1388825
281,5,4,4,1418610
123,2,1,1,607276
277,5,5,4,1410836
102,2,1,2,528466
233,4,3,3,1180752
250,5,5,4,1324787
71,1,1,0,359463
183,4,3,4,979541
168,4,4,4,949446
232,3,3,3,1154061
169,4,4,3,897692
300,6,5,4,1577955
141,2,2,1,669425
84,2,2,1,442330
143,3,2,2,764434
236,5,5,4,1237404
104,1,1,1,491388
60,1,1,0,286422
140,2,2,1,670413
241,3,2,2,1148610
186,3,3,3,980111
161,3,2,3,808392
194,3,2,2,932707
48,1,1,0,259891
274,4,4,4,1383281
173,2,2,1,837165
230,3,2,2,1077372
215,5,5,4,1189791
228,4,4,3,1168507
233,3,3,3,1138238
230,4,4,3,1168716
59,1,1,1,307187
95,1,1,1,448399
261,4,3,4,1318284
130,2,2,2,660855
272,5,4,4,1407409
67,1,1,0,327061
217,4,3,3,1127150
298,6,5,4,1547405
107,2,2,1,546682
172,2,2,1,814191
103,1,1,1,471248
179,2,1,2,865787
204,4,4,4,1087609
156,2,1,2,728072
285,5,4,4,1468721
254,6,5,4,1396090
207,3,3,3,1061914
47,1,1,0,268909
107,1,1,1,535263
90,3,2,3,510833
150,2,1,1,727046
109,3,2,2,624969
91,1,1,0,397140
170,3,3,3,881439
261,5,4,4,1327371
77,1,1,0,387593
249,4,4,3,1288623
193,3,2,3,993620
188,3,3,2,938454
80,1,1,1,384781
194,5,5,4,1077806
119,2,1,1,595019
262,5,4,4,1379605
85,3,3,3,504592
159,3,2,3,833998
121,2,2,2,619818
208,4,3,4,1076384
262,5,5,4,1395289
164,2,2,2,812842
206,3,3,2,1045260
210,4,3,3,1096287
154,4,3,3,857864
193,5,4,4,1087205
51,2,1,2,317296
264,5,5,4,1357307
102,2,1,2,503378
210,4,4,4,1104082
300,5,4,4,1533015
159,3,3,2,825112
289,4,3,4,1430696
229,4,4,3,1153813
292,5,4,4,1453668
154,4,3,3,875564
104,2,2,2,540407
54,1,1,0,261266
226,3,3,3,1130589
123,1,1,1,592436
123,3,3,2,671599
150,3,3,2,786919
93,1,1,1,420909
240,4,4,3,1228457
72,2,1,1,405347
107,2,1,2,555579
215,4,3,3,1085740
168,2,1,2,799170
293,6,5,4,1500751
154,3,3,2,803627
134,3,2,3,694824
142,3,2,3,765175
298,5,4,4,1499279
296,5,5,4,1499989
96,2,1,1,496124
174,3,2,3,895723
167,4,4,3,912623
278,4,4,3,1377038
70,1,1,1,336825
46,1,1,1,253599
159,4,4,3,886818
152,4,4,4,850162
158,2,2,1,742966
121,1,1,1,542994
97,1,1,0,423724
99,1,1,1,456102
235,3,2,3,1139542
187,3,2,2,910236
116,2,1,1,596305
132,1,1,0,601722
209,5,4,4,1118379
98,2,2,1,517123
225,5,4,4,1212499
131,1,1,0,591003
140,3,3,2,750807
48,1,1,0,239004
99,2,1,2,539010
199,4,3,3,1017733
272,5,5,4,1423033
108,1,1,0,495788
76,1,1,1,358278
201,4,4,4,1048242
270,6,5,4,1425028
164,3,3,2,873771
149,3,2,2,787856
59,1,1,1,279598
114,2,2,2,603568
129,2,2,2,642164
282,4,4,4,1436872
195,3,3,2,962179
62,2,1,2,355333
258,6,5,4,1367569
164,2,1,1,788896
265,4,3,4,1319082
157,2,1,2,740871
103,2,2,1,518697
294,6,5,4,1505351
155,4,3,3,847142
94,2,1,1,466595
234,4,3,4,1176229
94,3,2,3,550210
197,4,4,4,1066026
183,4,3,3,961205
209,3,3,3,1076488
113,1,1,0,512804
270,4,3,3,1356375
275,5,4,4,1413240
56,1,1,1,263932
95,3,3,3,564091
267,5,5,4,1420426
273,5,5,4,1393803
206,4,3,4,1108456
88,2,2,2,487342
188,2,1,1,850270
246,5,5,4,1280522
57,1,1,1,324029
85,2,1,2,473347
71,2,2,1,406615
81,1,1,1,391750
203,4,3,3,1022488
65,1,1,0,305194
256,5,5,4,1361046
281,6,5,4,1498159
270,5,4,4,1387626
54,1,1,1,280772
262,5,5,4,1373059
75,1,1,0,373657
285,5,4,4,1457236
102,2,1,2,519527
135,2,1,1,644126
213,3,3,2,1030733
218,3,3,2,1095448
299,5,4,4,1527611
185,4,4,4,1036546
141,2,1,1,696114
125,2,1,2,619345
286,4,3,4,1405338
237,3,3,3,1158570
187,4,4,4,1011351
137,2,2,1,689934
161,3,2,2,843310
168,4,3,4,938482
187,4,3,4,1018431
211,3,3,3,1064951
201,3,2,3,995397
218,4,4,3,1160400
124,2,2,1,634006
289,5,5,4,1502452
289,6,5,4,1497285
276,4,4,3,1364169
120,2,1,1,613033
277,4,4,3,1405888
273,5,5,4,1444469
279,6,5,4,1491184
74,1,1,0,382397
231,4,4,4,1180469
220,4,3,4,1136523
299,4,4,4,1507084
274,5,4,4,1418979
236,5,4,4,1249980
68,1,1,1,344891
291,4,4,3,1432493
275,6,5,4,1448933
54,1,1,1,273287
176,3,2,3,895234
210,4,4,4,1125283
155,4,4,4,901910
182,3,3,3,954899
287,6,5,4,1491261
218,4,3,3,1131037
215,3,3,2,1083140
50,2,1,2,326085
285,5,4,4,1449498
212,5,4,4,1172548
125,3,3,2,669384
254,6,5,4,1387778
282,6,5,4,1489852
133,2,1,2,629626
73,2,2,1,405934
226,4,4,4,1208260
284,5,4,4,1451976
99,3,3,2,583231
102,3,2,3,592538
215,3,3,2,1054485
135,2,1,1,645440
82,1,1,1,407144
76,2,1,1,375704
289,4,3,3,1395689
155,3,2,2,775664
290,5,4,4,1499473
266,5,5,4,1368600
46,1,1,1,280682
105,1,1,1,496559
179,2,1,1,811810
124,3,2,3,675284
227,4,3,3,1165229
119,1,1,0,549689
75,1,1,1,387562
266,5,4,4,1381814
193,4,3,4,1018012
191,3,3,3,962081
287,6,5,4,1516544
211,3,2,2,1050696
136,3,3,2,745012
85,3,2,2,494281
126,2,1,2,620301
146,3,3,3,797661
119,2,2,1,616083
283,5,5,4,1483557
294,5,5,4,1532316
132,3,3,2,716589
294,6,5,4,1556472
241,3,2,3,1139380
271,6,5,4,1464967
240,4,3,4,1198575
207,5,4,4,1140028
70,1,1,1,323323
180,2,1,2,876800
97,1,1,1,451741
172,4,3,3,919078
231,5,4,4,1237853
247,4,4,4,1241363
85,2,2,1,487155
77,1,1,0,383538
210,4,4,4,1113027
160,2,1,2,743770
68,1,1,1,350773
142,2,2,2,709587
59,2,1,1,312916
98,3,2,3,551564
165,4,3,3,917145
47,1,1,0,237514
125,1,1,0,585577
178,2,1,2,820668
151,4,4,4,891674
263,6,5,4,1417219
205,3,3,2,1012373
66,1,1,0,294403
60,1,1,1,283446
87,2,1,1,464781
102,2,2,1,553829
122,3,3,2,693752
185,4,4,4,1006337
70,1,1,1,346643
121,2,2,2,594739
184,3,2,3,925061
178,2,2,2,877045
257,4,4,4,1337284
177,2,1,2,862332
300,4,3,4,1480815
94,3,2,3,557260
55,1,1,1,282207
295,4,3,4,1455237
240,4,3,4,1209749
193,3,3,3,1003529
115,2,1,2,583354
54,1,1,0,244046
213,3,2,3,1064448
257,5,5,4,1381925
272,4,4,3,1346097
77,2,1,2,401221
47,2,2,1,297179
50,1,1,0,282092
180,3,3,3,937799
286,5,4,4,1453853
255,4,3,4,1271487
107,3,2,3,577874
59,2,2,1,324064
279,5,4,4,1399156
274,6,5,4,1454020
190,3,3,3,970626
97,3,3,3,603772
68,2,2,2,380200
92,2,1,1,459021
105,2,1,1,535621
122,1,1,0,555053
135,2,2,1,650863
261,6,5,4,1424874
97,2,1,2,514263
182,3,3,3,947125
59,1,1,0,283229
252,5,4,4,1312593
94,1,1,0,431240
296,4,3,4,1484543
131,1,1,0,593194
76,1,1,1,387770
225,3,3,2,1099652
269,6,5,4,1446021
